"Summary level","Program label","Program","Sub-program","Name","Code","Subsidized units available","% Occupied","# Reported","% Reported","Average months since report","% moved in past year","Number of people per unit","Number of people: total","Average Family Expenditure per month ($$)","Average HUD Expenditure per month ($$)","Household income per year","Household income per year per person","% $1 - $4,999","% $5,000 - $9,999","% $10,000 - $14,999","% $15,000 - $19,999","% $20,000 or more","% Households where wages are major source of income","% Households where welfare is major source of income","% Households with other major sources of income","% of local median (Household income)","% very low income","% extremely low income","% 2+ adults with children","% 1 adult with children","% female head","% female head with children","% with disability, among Head, Spouse, Co-head, aged 61 years or less","% with disability, among Head, Spouse, Co-head, aged 62 years or older","% with disability, among all persons in households","% 24 years or less (Head or spouse)","% 25 to 49 years (Head or spouse)","% 51 to 60 (Head or spouse)","% 62 or more (Head or spouse)","% 85 or more (Head or spouse)","% Minority","%Black Non-Hispanic","%Native American Non-Hispanic","%Asian or Pacific Islander Non-Hispanic","%White Non-Hispanic","%Black Hispanic","%White Hispanic","%Other Hispanic","% Hispanic","% Multiple Race","Average months on waiting list","Average months since moved in","% with utility allowance","Average utility allowance $$","% 0 - 1 bedrooms:","% 2 bedrooms","% 3+ bedrooms","% Overhoused","% in poverty (Census tract)","% minority (Census tract)","% single family owners (Census tract)","Congressional District","CBSA","PLACE","Latitude","Longitude","State","PHA Total Units","HA category"
"4","Summary of All HUD Programs","1","NA","Housing Authority Of Baltimore City","MD002","27359","87","24571","100","10","12","2.4","57864","454","1325","18823","7993","10","13","31","10","36","33","9","50","18","95","80","1","47","82","46","30","78","23","2","58","18","22","1","97","96","0","0","3","1","0","0","1","0","17","126","75","213","31","31","38","14","26","82","14","2407","12580","04000","39.290336","-76.609892","MD","27726","8"
"4","Summary of All HUD Programs","1","NA","Frederick Housing Authority","MD003","1259","82","1106","100","6","12","2.2","2427","634","1274","23920","10900","3","5","27","15","49","34","2","59","19","98","83","4","36","80","37","36","57","22","1","44","18","37","2","69","60","0","2","31","1","5","0","7","1","65","113","98","175","37","35","28","19","14","49","26","2406","47900","30325","39.408984","-77.416157","MD","1259","5"
"4","Summary of All HUD Programs","1","NA","HOUSING OPPRTY COM OF MONTGOMERY CO","MD004","8046","96","8112","100","6","4","2.2","18003","590","1673","23812","10729","7","6","28","13","46","37","3","55","19","96","80","3","33","80","34","30","44","20","1","43","20","36","4","85","66","0","6","15","3","8","1","12","2","62","128","85","274","38","35","27","14","9","70","26","2408","47900","43500","39.027114","-77.078603","MD","8046","7"
"4","Summary of All HUD Programs","1","NA","Housing Authority of the City of Cumberland","MD005","315","97","304","100","6","19","1.8","557","338","794","15428","8420","12","12","36","13","27","20","13","62","23","92","75","3","30","64","28","35","47","24","9","41","18","32","3","15","14","-1","0","85","-1","1","0","1","2","10","90","69","43","57","24","19","6","22","14","55","2406","19060","21325","39.63588","-78.753113","MD","315","3"
"4","Summary of All HUD Programs","1","NA","Hagerstown Housing Authority","MD006","2137","89","2021","100","5","14","2","4038","412","724","18782","9400","7","7","34","17","34","25","7","63","25","89","69","4","34","73","36","49","67","31","3","45","23","29","1","46","37","1","1","54","2","5","0","7","5","19","84","65","106","47","25","28","12","26","39","33","2406","25180","36075","39.63919","-77.723727","MD","2137","5"
"4","Summary of All HUD Programs","1","NA","Rockville Housing Enterprises","MD007","574","74","17","4","12","12","2.1","35","313","232","12851","6242","27","-1","33","13","27","29","6","53","11","100","94","-1","35","47","24","57","33","31","-1","47","35","18","-1","82","76","-1","-1","18","-1","6","-1","6","0","15","90","71","165","24","35","41","35","10","62","26","2408","47900","67675","39.102311","-77.177631","MD","578","4"
"4","Summary of All HUD Programs","1","NA","Housing Authority of the City of Frostburg","MD008","99","96","95","100","6","15","1.9","182","391","354","23243","12132","11","7","28","15","39","33","14","53","34","80","63","5","26","69","28","47","70","29","3","47","25","24","-1","9","9","-1","-1","91","-1","-1","-1","0","1","17","101","92","39","61","21","18","-1","30","26","53","2406","19060","30900","39.654031","-78.934129","MD","99","1"
"4","Summary of All HUD Programs","1","NA","Housing Authority Of Crisfield","MD009","329","90","295","100","6","9","2.3","670","379","373","18112","7975","7","11","35","13","33","27","10","51","26","89","72","2","41","69","40","21","29","12","5","44","17","34","3","64","62","0","-1","36","0","1","-1","2","0","8","114","-1","-1","41","29","31","11","25","41","56","2401","41540","20775","37.979246","-75.856965","MD","329","3"
"4","Summary of All HUD Programs","1","NA","Glenarden Housing Authority","MD011","60","95","55","96","6","5","2.8","155","577","423","26810","9513","-1","6","27","10","57","42","2","49","20","95","84","13","47","87","56","33","60","20","-1","60","15","25","4","100","98","-1","-1","-1","2","-1","-1","2","0","89","118","67","181","27","22","51","16","25","98","45","2404","47900","32500","38.932149","-76.865442","MD","60","1"
"4","Summary of All HUD Programs","1","NA","Havre de Grace Housing Authority","MD012","60","95","57","100","5","14","2.4","137","714","564","32163","13382","-1","4","23","19","54","47","2","51","30","84","63","7","51","86","54","24","58","17","-1","65","14","21","-1","61","53","-1","2","39","2","5","-1","7","0","12","72","89","176","18","30","53","25","14","35","39","2401","12580","37600","39.549712","-76.101518","MD","60","1"
"4","Summary of All HUD Programs","1","NA","Wicomico County Housing Authority","MD014","491","61","295","99","5","10","2.5","723","527","798","21526","8783","2","9","25","15","49","41","3","47","28","90","62","1","51","92","51","13","52","15","2","56","15","28","5","94","92","1","-1","6","0","0","0","1","0","34","111","79","251","21","26","53","25","21","64","63","2401","41540","99999","38.3772","-75.615568","MD","491","3"
"4","Summary of All HUD Programs","1","NA","Housing Authority of Prince Georges County","MD015","6361","92","5678","97","6","4","2.4","13833","667","1530","25617","10515","7","6","26","10","50","39","3","51","19","94","76","2","41","86","41","36","69","28","2","48","24","26","1","98","96","0","0","2","1","1","0","2","1","32","168","79","338","28","33","40","22","9","93","34","2404","47900","44817","38.915206","-76.846863","MD","6361","7"
"4","Summary of All HUD Programs","1","NA","College Park Housing Authority","MD017","108","94","100","98","5","12","1.1","108","429","655","18362","17002","1","4","54","13","28","9","-1","91","17","98","90","-1","-1","50","-1","71","19","24","-1","3","11","86","12","79","59","1","17","21","-1","2","-1","2","0","-1","107","-1","-1","100","-1","-1","-1","32","59","39","2404","47900","18750","39.000626","-76.925359","MD","108","2"
"4","Summary of All HUD Programs","1","NA","Housing Commisson Of Anne Arundel County","MD018","3041","79","2414","100","6","11","2","4877","518","1275","21747","10764","6","6","35","16","38","28","4","67","22","94","78","1","32","76","32","41","69","31","1","42","20","37","2","73","66","1","3","27","1","1","0","3","1","58","104","81","173","48","24","28","14","9","56","38","2403","12580","32650","39.164305","-76.624131","MD","3041","6"
"4","Summary of All HUD Programs","1","NA","Housing Commission of Talbot","MD019","466","-5","238","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","2401","20660","24475","38.774349","-76.063674","MD","592","4"
"4","Summary of All HUD Programs","1","NA","Housing Authority of St. Mary's County, MD","MD021","1604","71","1280","100","5","4","2.5","3155","551","1314","22914","9296","6","7","27","12","48","35","5","55","20","95","77","4","41","81","42","53","75","36","1","48","20","31","0","68","65","1","0","32","0","1","1","2","0","68","128","91","250","14","35","50","37","12","50","51","2405","30500","99999","38.248413","-76.484491","MD","1622","5"
"4","Summary of All HUD Programs","1","NA","Housing Authority of Calvert County","MD022","480","89","467","100","4","16","1.9","897","676","1083","27457","14295","0","2","23","13","61","32","1","67","22","98","77","3","26","79","28","35","49","28","1","33","15","51","8","57","54","-1","0","43","1","0","1","3","0","57","97","94","284","39","31","29","25","6","29","79","2405","30500","63950","38.53702","-76.580063","MD","480","3"
"4","Summary of All HUD Programs","1","NA","Howard County Housing Commission","MD023","1182","78","1533","100","7","2","2.3","3578","562","2791","22932","9825","6","6","28","12","47","35","2","55","22","92","73","2","38","82","38","38","71","27","1","48","25","27","2","82","73","1","3","18","2","3","0","5","2","82","151","95","243","34","31","35","13","7","59","34","2403","12580","19125","39.178303","-76.850702","MD","1182","5"
"4","Summary of All HUD Programs","1","NA","County Commissioners Charles County","MD024","934","80","763","100","4","11","1.9","1441","629","1360","25258","13374","3","4","28","15","49","34","1","62","20","97","79","2","28","81","29","41","79","35","2","40","18","40","2","88","85","1","0","12","1","1","0","2","1","11","112","98","194","29","42","29","36","8","78","48","2405","47900","99999","38.509349","-77.039116","MD","934","4"
"4","Summary of All HUD Programs","1","NA","Harford County Housing Agency","MD025","1288","72","1030","100","5","9","1.8","1823","463","1129","19370","10944","3","4","37","19","37","17","3","77","20","98","83","1","24","76","24","58","76","43","0","35","21","43","5","55","48","1","1","45","1","4","0","5","1","65","118","92","175","33","41","26","36","12","44","38","2401","12580","05550","39.536224","-76.349383","MD","1288","5"
"4","Summary of All HUD Programs","1","NA","City Of Westminster Housing Office","MD027","297","99","293","99","5","5","1.7","498","450","1009","18397","10824","5","5","40","16","34","18","7","72","20","99","82","1","21","59","19","63","72","43","1","39","27","34","1","20","11","2","-1","80","0","6","-1","7","2","37","90","88","186","55","32","13","19","8","22","60","2402","12580","83100","39.575985","-76.997103","MD","297","2"
"4","Summary of All HUD Programs","1","NA","Housing Authority of Washington County","MD028","623","91","622","100","7","9","1.7","1056","450","879","19178","11296","3","4","30","21","41","13","3","80","27","95","61","3","19","71","20","55","51","37","1","25","16","58","8","19","13","2","1","81","0","3","0","4","1","13","91","96","127","55","22","23","18","10","19","65","2406","25180","36075","39.637136","-77.71361","MD","623","4"
"4","Summary of All HUD Programs","1","NA","Cecil County Housing Agency","MD029","678","86","670","100","5","12","1.8","1197","470","1015","18866","10560","6","5","34","17","38","15","2","82","21","97","76","3","25","72","26","53","73","40","1","31","21","47","4","37","32","1","1","63","1","2","0","3","2","23","91","96","186","43","38","19","26","17","26","53","2401","37980","25800","39.598139","-75.786335","MD","678","4"
"4","Summary of All HUD Programs","1","NA","Carroll County Housing & Community Dev","MD032","796","76","679","100","6","12","1.8","1217","454","1163","19175","10698","6","6","31","16","40","16","5","76","20","98","82","3","26","76","25","59","58","36","1","35","20","43","4","17","12","1","1","83","0","3","0","3","2","20","90","93","156","39","36","25","28","6","14","72","2402","12580","83100","39.575541","-76.994823","MD","796","4"
"4","Summary of All HUD Programs","1","NA","Baltimore County, MD","MD033","6691","83","6432","100","6","8","2.3","14603","513","1524","20890","9201","4","6","35","14","41","29","2","61","21","95","78","1","41","83","40","38","81","31","1","48","19","32","4","82","79","0","0","18","1","1","0","3","0","104","121","95","174","26","34","40","24","13","64","31","2402","12580","78425","39.373729","-76.609519","MD","6691","7"
"4","Summary of All HUD Programs","1","NA","Queen Anne's County Housing Authority","MD034","176","91","179","100","4","18","2.4","428","525","1301","20940","8758","5","6","33","14","42","40","5","49","20","96","79","1","47","74","42","23","29","12","3","49","18","31","3","74","70","1","-1","26","2","1","-1","2","0","7","102","93","256","23","31","46","27","9","20","80","2401","12580","14950","39.043421","-76.063226","MD","176","2"
"4","Summary of All HUD Programs","1","NA","MD Dept. Of Housing and Community Development","MD901","2868","86","2554","100","6","7","2.4","6118","494","961","19101","7974","4","7","33","16","40","30","5","56","22","95","75","4","44","80","44","31","66","22","2","53","18","27","2","59","55","0","0","41","1","3","0","4","1","23","105","92","238","27","32","41","22","18","42","56","2404","47900","99999","38.951824","-76.873417","MD","2868","5"
"4","Summary of All HUD Programs","1","NA","Van Buren Housing Authority","ME001","194","78","151","100","5","26","1.6","243","329","767","13802","8577","4","8","49","19","20","15","8","65","22","94","77","3","21","64","21","44","78","41","9","32","23","36","2","2","1","1","-1","98","1","-1","-1","1","0","4","85","1","156","39","26","35","40","28","5","64","2302","99999","78535","47.169135","-67.947181","ME","194","2"
"4","Summary of All HUD Programs","1","NA","Fort Fairfield Housing Authority","ME002","233","89","231","100","6","17","1.8","406","408","667","17430","9917","7","5","43","18","28","23","3","69","27","89","69","1","24","72","22","47","19","24","6","38","19","36","5","3","2","0","0","97","-1","0","-1","0","0","8","71","85","112","52","24","25","15","8","7","71","2302","99999","25580","46.770807","-67.832132","ME","233","2"
"4","Summary of All HUD Programs","1","NA","Portland Housing Authority","ME003","3039","87","2712","100","5","8","2","5480","529","1475","21397","10589","4","4","39","16","38","27","2","64","20","93","79","8","20","60","21","59","68","36","3","39","25","33","1","30","19","1","6","70","0","3","0","4","1","31","123","65","107","51","23","26","13","17","25","36","2301","38860","60545","43.678737","-70.260258","ME","3039","6"
"4","Summary of All HUD Programs","1","NA","Presque Isle Housing Authority","ME004","344","73","316","100","5","15","2","631","433","653","19115","9572","7","5","40","17","32","20","3","74","29","90","63","10","23","66","27","60","66","38","3","47","22","29","3","10","2","4","1","90","0","3","0","3","2","17","87","28","112","46","28","26","12","18","9","64","2302","99999","60825","46.691799","-68.007074","ME","344","3"
"4","Summary of All HUD Programs","1","NA","Lewiston Housing Authority","ME005","2005","75","1429","95","10","5","2.1","2976","435","709","18227","8752","2","3","44","19","33","18","2","72","27","93","67","3","27","67","25","54","47","28","2","38","23","37","5","21","19","0","0","79","0","1","-1","1","0","20","96","81","70","52","23","25","13","28","30","26","2302","30340","38740","44.097257","-70.217264","ME","2005","5"
"4","Summary of All HUD Programs","1","NA","Brunswick Housing Authority","ME006","678","69","528","100","5","9","1.7","872","425","1033","17498","10595","3","6","37","23","31","17","2","78","23","96","74","1","22","70","19","57","51","36","2","34","19","46","2","5","2","1","1","95","0","1","-1","1","0","23","84","56","142","64","20","15","8","10","12","47","2301","38860","08395","43.919892","-69.961353","ME","678","4"
"4","Summary of All HUD Programs","1","NA","Auburn Housing Authority","ME007","772","88","647","96","5","9","2","1265","468","681","19566","10007","4","4","40","19","33","18","2","75","29","90","65","2","29","71","29","63","57","35","2","46","22","30","1","12","9","1","1","88","0","1","0","2","1","13","90","88","92","49","25","25","12","18","16","38","2302","30340","02060","44.099244","-70.225515","ME","772","4"
"4","Summary of All HUD Programs","1","NA","Waterville Housing Authority","ME008","588","91","547","100","5","11","1.8","996","415","771","17377","9543","3","5","47","19","26","16","2","79","25","95","73","1","24","68","22","62","75","44","1","37","24","37","2","7","1","1","1","93","1","2","0","3","1","38","114","54","100","55","23","22","15","27","13","34","2301","12300","80740","44.545141","-69.637383","ME","588","4"
"4","Summary of All HUD Programs","1","NA","Housing Authority City of Bangor","ME009","1020","97","1003","100","5","7","2.1","2147","456","857","20755","9696","4","6","38","12","40","27","4","63","27","88","69","6","38","74","39","43","77","29","3","53","19","25","1","7","2","2","0","93","1","2","0","3","1","18","105","21","106","32","31","37","18","24","13","29","2302","12620","02795","44.842691","-68.825207","ME","1020","5"
"4","Summary of All HUD Programs","1","NA","Sanford Housing Authority","ME011","719","76","632","100","6","24","1.7","1063","445","1080","18516","11009","2","3","37","20","37","17","2","77","24","96","71","1","23","69","22","58","53","37","1","36","20","42","2","6","2","1","1","94","-1","1","0","1","2","5","89","55","128","54","27","18","15","13","10","58","2301","38860","65725","43.438159","-70.773625","ME","719","4"
"4","Summary of All HUD Programs","1","NA","The Housing Authority of the City of Westbroo","ME015","1026","77","954","100","5","8","1.7","1633","507","1464","19754","11540","3","4","37","19","37","15","1","82","20","98","83","5","15","68","16","71","46","39","1","27","20","52","4","9","5","1","2","91","0","1","-1","1","1","16","92","46","145","62","20","18","11","13","18","48","2301","38860","82105","43.680816","-70.336598","ME","1026","5"
"4","Summary of All HUD Programs","1","NA","Old Town Housing Authority","ME018","299","84","254","100","6","15","1.7","438","486","740","20005","11601","2","2","38","18","40","20","1","78","28","92","63","3","20","74","20","65","42","36","3","36","19","43","4","11","2","7","1","89","0","2","-1","2","1","14","92","44","144","57","24","19","14","21","13","58","2302","12620","55225","44.932044","-68.644558","ME","299","2"
"4","Summary of All HUD Programs","1","NA","Bath Housing Authority","ME019","264","82","240","100","4","11","1.5","369","457","1031","18817","12239","1","3","41","20","36","16","1","80","25","92","71","1","18","67","15","73","53","46","-1","33","20","47","4","3","1","0","-1","97","0","0","0","1","0","30","81","53","127","64","27","8","10","10","10","58","2301","38860","03355","43.909727","-69.833549","ME","264","2"
"4","Summary of All HUD Programs","1","NA","South Portland Housing Authority","ME020","739","79","685","100","5","36","1.7","1137","559","1520","22865","13775","2","3","28","20","48","25","1","73","24","95","77","3","21","70","20","58","50","37","0","32","20","47","4","13","7","1","3","87","0","2","0","2","2","17","71","30","148","59","27","14","9","8","20","49","2301","38860","71990","43.639192","-70.256173","ME","739","4"
"4","Summary of All HUD Programs","1","NA","Brewer Housing Authority","ME021","290","96","299","100","5","12","1.6","488","482","837","20430","12518","2","2","35","21","40","17","0","80","28","90","63","3","19","75","20","61","48","38","2","33","17","48","5","4","1","1","-1","96","-1","2","0","2","1","25","102","11","116","60","21","18","10","14","10","55","2302","12620","06925","44.788537","-68.751596","ME","290","2"
"4","Summary of All HUD Programs","1","NA","Southwest Harbor Housing Authority","ME022","50","100","50","100","6","2","1.1","54","450","534","19767","18303","2","-1","30","30","38","10","-1","90","32","88","60","-1","-1","62","-1","91","21","35","-1","10","12","78","6","2","-1","2","-1","98","-1","-1","-1","0","0","21","78","36","48","100","-1","-1","-1","5","8","82","2302","99999","72830","44.279473","-68.326328","ME","50","1"
"4","Summary of All HUD Programs","1","NA","Bar Harbor Housing Authority","ME023","115","98","113","100","6","13","1.2","139","424","619","18774","15263","2","3","33","25","38","9","1","87","30","89","55","1","8","74","9","76","33","40","1","19","12","67","8","1","-1","1","-1","99","-1","-1","-1","0","0","5","97","55","81","83","15","2","4","9","12","68","2302","99999","02830","44.385942","-68.2122","ME","115","2"
"4","Summary of All HUD Programs","1","NA","Mount Desert Housing Authority","ME024","18","94","17","100","6","6","1.1","18","499","614","21515","20320","6","-1","18","29","47","12","-1","88","35","76","47","-1","-1","53","-1","67","-1","22","12","-1","24","65","12","6","-1","6","-1","94","-1","-1","-1","0","0","-1","65","-1","-1","100","-1","-1","-1","3","6","90","2302","99999","99999","44.3336","-68.332","ME","18","1"
"4","Summary of All HUD Programs","1","NA","Caribou Housing Authority","ME025","236","70","214","100","5","16","1.6","333","397","700","15241","9795","4","5","47","14","29","22","2","64","24","95","69","2","21","65","20","50","68","41","2","43","25","29","-1","2","2","-1","-1","98","-1","-1","-1","0","0","7","81","59","132","43","47","10","24","14","7","63","2302","99999","10565","46.860457","-68.011226","ME","236","2"
"4","Summary of All HUD Programs","1","NA","Tremont Housing Authority","ME026","22","95","21","100","4","5","1.8","38","560","558","27249","15059","5","-1","33","-1","62","38","-1","62","39","81","38","10","14","71","24","50","56","34","-1","24","33","43","-1","5","5","-1","-1","95","-1","-1","-1","0","0","8","111","38","91","43","48","10","14","7","8","91","2302","99999","99999","44.1913","-68.4234","ME","22","1"
"4","Summary of All HUD Programs","1","NA","Ellsworth Housing Authority","ME027","432","80","336","97","5","11","1.5","509","444","784","18221","12028","1","3","46","22","28","17","2","79","27","93","71","4","16","71","18","64","58","44","1","34","18","47","2","4","1","0","1","96","1","1","-1","1","0","15","93","61","209","56","33","11","20","10","10","68","2302","99999","23200","44.533632","-68.418816","ME","432","3"
"4","Summary of All HUD Programs","1","NA","Biddeford Housing Authority","ME028","214","69","372","100","5","1","1.7","640","485","2570","18032","10481","3","5","42","17","33","14","2","81","22","97","80","3","20","74","19","68","87","52","1","34","26","40","1","6","2","0","1","94","1","2","-1","2","0","48","151","84","103","48","31","20","20","11","13","34","2301","38860","04860","43.49269","-70.457539","ME","214","2"
"4","Summary of All HUD Programs","1","NA","Augusta Housing Authority","ME030","494","66","400","100","4","10","1.6","638","423","817","16289","10212","1","4","51","21","23","10","3","85","25","98","78","7","14","60","15","77","82","57","1","35","28","36","2","5","3","1","1","96","0","0","-1","1","1","40","106","81","106","59","26","15","17","19","11","50","2302","12300","02100","44.314051","-69.779008","ME","494","3"
"4","Summary of All HUD Programs","1","NA","Maine State Housing Authority","ME901","4595","79","3705","100","5","13","1.8","6837","388","983","15274","8277","3","7","45","18","27","14","4","70","21","96","79","4","28","71","27","52","79","39","3","44","22","31","1","7","3","1","0","93","0","2","0","2","1","26","96","62","153","44","33","24","20","15","11","57","2302","12300","02100","44.315979","-69.817685","ME","4595","6"
"4","Summary of All HUD Programs","1","NA","Detroit Housing Commission","MI001","10008","76","7359","97","7","7","2.1","15726","419","899","17322","8106","11","8","39","12","29","27","1","70","22","94","77","1","37","82","37","32","65","25","2","44","22","32","1","97","96","0","0","3","1","0","0","1","1","22","123","80","177","31","25","44","30","35","85","54","2613","19820","22000","42.333775","-83.033356","MI","10014","8"
"4","Summary of All HUD Programs","1","NA","Dearborn Housing Commission","MI003","333","97","306","95","6","8","1.1","346","295","539","12291","10870","7","4","69","16","5","6","1","92","18","99","95","-1","-1","57","-1","75","77","75","-1","1","12","87","7","8","6","-1","0","92","0","2","-1","2","0","36","103","-1","-1","98","2","-1","1","28","13","65","2612","19820","21000","42.313041","-83.205594","MI","333","3"
"4","Summary of All HUD Programs","1","NA","Hamtramck Housing Commission","MI004","450","96","432","100","6","7","2","854","255","528","12098","6120","10","9","50","9","21","18","2","57","16","95","87","0","32","69","31","25","49","20","2","42","16","40","3","78","76","-1","2","22","-1","-1","-1","0","0","41","109","33","19","49","29","22","14","46","48","48","2613","19820","36280","42.39264","-83.058742","MI","450","3"
"4","Summary of All HUD Programs","1","NA","Pontiac Housing Commission","MI005","1257","55","723","100","8","15","1.8","1272","330","923","14034","7977","21","7","37","11","25","27","1","66","18","94","80","0","28","65","26","31","70","25","3","53","28","17","0","92","88","0","0","8","0","3","0","3","1","25","81","45","189","58","21","21","16","35","78","50","2611","19820","65440","42.633231","-83.302173","MI","1257","5"
"4","Summary of All HUD Programs","1","NA","Saginaw Housing Commission","MI006","1896","89","1678","100","5","14","2.2","3640","351","689","14165","6530","9","7","47","13","24","27","1","61","22","96","77","1","43","76","43","38","81","25","4","56","19","21","0","88","81","0","-1","12","2","4","0","7","1","17","92","76","185","32","33","35","24","36","72","71","2608","40980","70520","43.443757","-83.919109","MI","1896","5"
"4","Summary of All HUD Programs","1","NA","River Rouge Housing Commission","MI008","553","85","496","100","6","15","2.7","1337","350","978","14327","5315","24","6","31","10","28","26","2","61","18","94","82","3","60","86","59","29","75","17","3","65","20","13","1","96","95","-1","-1","4","0","1","-1","1","0","53","120","99","167","13","33","54","26","37","83","69","2613","19820","68760","42.261355","-83.146359","MI","553","4"
"4","Summary of All HUD Programs","1","NA","Flint Housing Commission","MI009","1686","71","837","70","8","13","1.9","1627","302","464","13434","6911","18","8","43","10","21","24","1","67","22","94","78","1","32","67","31","39","85","29","4","51","24","22","0","93","92","0","0","7","1","0","0","1","0","48","97","71","158","49","21","29","17","37","70","64","2608","22420","29000","43.050855","-83.637241","MI","1709","5"
"4","Summary of All HUD Programs","1","NA","Benton Harbor Housing Commission","MI010","575","78","452","100","6","13","2.7","1222","400","628","18890","6987","7","8","38","10","37","44","1","49","26","88","70","1","59","88","59","24","90","18","4","65","14","17","0","98","97","0","0","2","0","-1","0","1","0","24","86","85","175","20","25","55","18","45","88","60","26**","35660","07540","42.0908","-86.4241","MI","575","4"
"4","Summary of All HUD Programs","1","NA","Monroe Housing Commission","MI011","262","95","250","100","6","22","2.1","521","349","632","15271","7328","14","8","42","12","24","25","4","71","20","97","84","3","36","71","36","51","89","30","5","51","23","21","0","28","25","0","0","72","0","1","-1","2","1","10","69","44","119","56","18","26","0","13","15","74","2605","33780","55020","41.921348","-83.408325","MI","262","2"
"4","Summary of All HUD Programs","1","NA","Bessemer Housing Commission","MI012","89","97","86","100","5","14","1.7","145","411","183","22320","13238","5","6","25","20","44","38","-1","59","37","78","48","5","17","51","17","37","55","29","8","37","8","47","7","2","1","-1","-1","98","-1","1","-1","1","0","33","80","67","62","69","16","15","5","16","7","81","2601","99999","07960","46.481867","-90.062886","MI","89","1"
"4","Summary of All HUD Programs","1","NA","Iron Mountain Housing Commission","MI013","99","99","98","100","6","10","1.4","133","377","406","19099","14073","3","5","36","18","37","21","1","73","33","88","53","1","15","72","12","34","32","26","2","24","15","58","9","1","-1","1","-1","99","-1","-1","-1","0","0","-1","71","61","107","77","13","10","5","13","8","60","2601","27020","40960","45.815446","-88.062574","MI","99","1"
"4","Summary of All HUD Programs","1","NA","Albion Housing Commission","MI014","218","95","207","100","5","22","2.1","430","366","477","19340","9310","4","5","36","15","40","37","2","50","31","82","61","5","35","64","35","33","64","22","9","47","20","24","0","73","68","-1","-1","27","3","2","0","5","0","40","68","83","83","34","32","34","23","39","55","68","2605","12980","00980","42.256955","-84.765222","MI","218","2"
"4","Summary of All HUD Programs","1","NA","Wakefield Housing Commission","MI015","30","93","28","100","6","14","1.1","31","368","141","20087","18143","11","14","21","18","36","39","-1","61","35","79","61","-1","-1","79","-1","50","67","55","14","18","25","43","11","4","-1","-1","4","96","-1","-1","-1","0","0","101","62","-1","-1","96","4","-1","-1","21","5","90","2601","99999","82780","46.473586","-89.943406","MI","30","1"
"4","Summary of All HUD Programs","1","NA","Bronson Housing Commission","MI016","50","98","49","100","4","14","1.9","93","409","212","18067","9519","6","17","32","11","34","39","-1","57","28","88","65","2","31","73","27","36","62","32","6","49","18","27","-1","10","4","2","-1","90","-1","4","-1","4","2","11","75","100","95","45","35","20","12","20","20","71","2605","17740","10860","41.869767","-85.199259","MI","50","1"
"4","Summary of All HUD Programs","1","NA","Ironwood Housing Commission","MI018","148","97","144","100","6","13","1.5","217","376","416","18558","12315","8","5","34","13","40","14","1","79","31","81","57","2","13","60","13","38","42","30","4","26","15","54","10","1","1","-1","-1","99","-1","-1","-1","0","0","12","94","20","123","80","9","11","3","17","9","73","2601","99999","41060","46.453688","-90.163259","MI","148","2"
"4","Summary of All HUD Programs","1","NA","Baraga Housing Commission","MI019","78","82","64","100","7","23","1.4","87","400","402","21190","15588","6","13","21","13","48","30","-1","67","36","73","47","2","14","77","14","17","34","23","2","20","23","55","11","5","-1","3","-1","95","-1","2","-1","2","0","-1","83","77","75","78","14","8","3","15","36","83","2601","99999","05320","46.779154","-88.496052","MI","78","1"
"4","Summary of All HUD Programs","1","NA","Reed City Housing Commission","MI020","191","82","152","97","6","14","1.7","262","389","446","15821","9179","11","5","38","18","28","18","-1","82","26","94","65","3","27","83","28","34","52","28","3","33","20","44","5","5","5","-1","-1","95","-1","1","-1","1","1","8","74","47","89","57","25","18","13","19","11","67","2602","99999","67820","43.866738","-85.507956","MI","191","2"
"4","Summary of All HUD Programs","1","NA","Alpena Housing Commission","MI022","195","100","195","100","5","22","1.9","363","361","394","17532","9418","6","5","41","15","34","29","2","57","28","88","65","3","26","70","25","32","59","24","8","42","13","37","2","3","1","-1","1","97","-1","2","-1","2","0","5","67","63","34","64","15","21","5","22","9","69","2601","10980","01740","45.05554","-83.456933","MI","195","2"
"4","Summary of All HUD Programs","1","NA","Bay City Housing Commission","MI024","193","99","191","100","6","8","3.1","592","533","633","25427","8204","9","1","21","17","52","59","1","39","35","77","52","9","65","87","68","26","75","13","6","74","12","8","-1","28","14","-1","1","72","1","12","-1","13","5","21","99","99","234","10","24","66","21","26","21","77","2608","13020","06020","43.587906","-83.889526","MI","193","2"
"4","Summary of All HUD Programs","1","NA","Inkster Housing Commission","MI027","1464","73","1003","94","7","5","2.6","2572","394","1194","16307","6359","17","7","34","11","31","29","1","61","20","93","78","2","52","85","52","29","70","20","2","62","18","18","0","97","95","0","1","3","1","0","0","1","0","46","108","85","187","25","26","50","25","35","82","68","2612","19820","40680","42.276246","-83.309541","MI","1464","5"
